gas_day,meter_id,scheduled_dth,actual_dth,pressure_psig,temperature_f,variance_pct
2026-07-09,OKT-DN4-05,14671,15498,773.7,81.6,5.64
2026-07-09,OKT-DN4-06,9103,8854,919.1,87.1,-2.73
2026-07-09,OKT-DN4-07,12462,11800,842.3,81.5,-5.31
2026-07-09,OKT-DN4-08,19653,18620,821.0,84.3,-5.26
2026-07-09,OKT-DN4-09,9324,9396,742.4,79.4,0.76
2026-07-09,OKT-DN5-01,57632,59792,776.1,79.7,3.75
2026-07-09,OKT-DN5-02,12271,11889,827.7,87.6,-3.11
2026-07-09,OKT-DN5-03,17439,17045,771.2,78.5,-2.26
2026-07-09,OKT-DN5-04,34036,32359,885.7,87.2,-4.93
2026-07-09,OKT-DN5-05,14616,14434,807.0,83.8,-1.25
2026-07-09,OKT-DN5-06,29030,29496,767.6,77.3,1.61
2026-07-09,OKT-OK1-01,70144,73694,844.1,77.2,5.06
2026-07-09,OKT-OK1-02,14623,14260,747.6,79.2,-2.49
2026-07-09,OKT-OK1-03,7534,7818,942.3,84.3,3.77
2026-07-09,OKT-OK1-04,12082,12451,834.5,83.0,3.06
2026-07-09,OKT-OK2-01,53846,51078,745.8,78.2,-5.14
2026-07-09,OKT-OK2-02,15538,14929,693.5,84.7,-3.92
2026-07-09,OKT-OK3-01,58123,57573,872.7,83.6,-0.95
2026-07-09,OKT-OK3-02,16273,15372,833.9,84.8,-5.53
2026-07-09,OKT-OK3-03,13270,12936,793.0,79.5,-2.52
2026-07-09,OKT-OK4-01,29242,29857,825.0,78.6,2.11
2026-07-09,OKT-OK4-02,74725,75234,757.1,86.0,0.68
2026-07-09,OKT-OK9-01,18267,17668,928.3,80.2,-3.28
2026-07-09,OKT-OK9-02,12491,11888,795.7,79.4,-4.82
2026-07-09,OKT-OK9-03,11922,12243,846.1,85.7,2.69
2026-07-09,OKT-OK9-04,9462,9658,906.3,86.2,2.07
2026-07-09,OKT-OK9-05,13736,14493,692.7,78.3,5.52
2026-07-09,OKT-OK9-06,62276,64530,727.6,85.7,3.62
2026-07-09,OKT-OK9-07,17512,17542,886.9,85.9,0.17
2026-07-09,OKT-OK9-08,9085,8985,728.2,79.1,-1.1
2026-07-09,OKT-OK9-09,4895,5151,772.1,77.5,5.23
2026-07-09,OKT-O12-01,5214,5125,670.5,86.6,-1.7
2026-07-09,OKT-O12-02,16368,16259,846.6,76.1,-0.66
2026-07-09,OKT-O12-03,70634,69895,861.0,79.2,-1.05
2026-07-09,OKT-O12-04,15670,15643,864.2,76.6,-0.17
2026-07-09,OKT-O11-01,19499,18896,677.1,82.1,-3.09
2026-07-09,OKT-O11-02,26748,27694,876.0,86.5,3.54
2026-07-10,OKT-DN1-01,86095,83165,849.3,82.4,-3.4
2026-07-10,OKT-DN1-02,8801,8918,719.1,77.6,1.33
2026-07-10,OKT-DN4-01,10247,10029,948.1,84.7,-2.13
2026-07-10,OKT-DN4-02,11578,11670,827.4,85.2,0.8
2026-07-10,OKT-DN4-03,21037,20760,692.8,84.4,-1.32
2026-07-10,OKT-DN4-04,15465,15783,914.4,85.7,2.05
2026-07-10,OKT-DN4-05,14271,14301,817.4,76.1,0.22
2026-07-10,OKT-DN4-06,8855,8750,844.0,83.9,-1.19
2026-07-10,OKT-DN4-07,12122,11893,854.8,86.2,-1.89
2026-07-10,OKT-DN4-08,19117,19849,736.1,77.7,3.83
2026-07-10,OKT-DN4-09,9070,9228,708.1,79.0,1.74
2026-07-10,OKT-DN5-01,55433,55605,891.9,77.3,0.31
2026-07-10,OKT-DN5-02,11936,12047,742.0,80.6,0.93
2026-07-10,OKT-DN5-03,16964,16222,850.9,84.3,-4.37
2026-07-10,OKT-DN5-04,33108,33405,750.8,85.3,0.9
2026-07-10,OKT-DN5-05,14218,14106,847.6,81.2,-0.78
2026-07-10,OKT-DN5-06,28239,29099,931.6,84.0,3.05
2026-07-10,OKT-OK1-01,67468,70412,915.9,82.1,4.36
2026-07-10,OKT-OK1-02,14225,14191,811.0,84.1,-0.24
2026-07-10,OKT-OK1-03,7329,7650,828.8,86.7,4.38
2026-07-10,OKT-OK1-04,11752,11485,718.8,80.5,-2.28
2026-07-10,OKT-OK2-01,51791,49238,802.1,80.1,-4.93
2026-07-10,OKT-OK2-02,15114,15705,720.7,87.4,3.91
2026-07-10,OKT-OK3-01,55905,56027,847.0,77.7,0.22
2026-07-10,OKT-OK3-02,15829,15905,908.7,81.9,0.48
2026-07-10,OKT-OK3-03,12908,12390,680.1,79.4,-4.01
2026-07-10,OKT-OK4-01,28444,28206,702.6,80.7,-0.84
2026-07-10,OKT-OK4-02,71874,74487,769.6,82.0,3.64
2026-07-10,OKT-OK9-01,17769,17052,738.6,76.3,-4.04
2026-07-10,OKT-OK9-02,12150,12172,913.2,78.7,0.18
2026-07-10,OKT-OK9-03,11597,12102,880.7,84.4,4.36
2026-07-10,OKT-OK9-04,9204,9342,683.3,85.1,1.5
2026-07-10,OKT-OK9-05,13361,12835,722.9,76.4,-3.94
2026-07-10,OKT-OK9-06,59899,63349,918.9,87.2,5.76
2026-07-10,OKT-OK9-07,17035,17252,831.0,87.2,1.28
2026-07-10,OKT-OK9-08,8837,9305,742.2,84.9,5.29
2026-07-10,OKT-OK9-09,4762,4835,837.7,78.9,1.54
2026-07-10,OKT-O12-01,5072,5331,912.1,85.0,5.12
2026-07-10,OKT-O12-02,15922,15201,941.1,85.3,-4.53
2026-07-10,OKT-O12-03,67938,71798,867.7,78.1,5.68
2026-07-10,OKT-O12-04,15242,14776,688.0,83.2,-3.06
2026-07-10,OKT-O11-01,18967,19547,738.0,82.6,3.06
2026-07-10,OKT-O11-02,26019,26367,796.4,85.0,1.34
2026-07-11,OKT-DN1-01,78994,80450,813.6,80.2,1.84
2026-07-11,OKT-DN1-02,8132,8140,793.5,81.9,0.1
2026-07-11,OKT-DN4-01,9469,9778,940.8,79.5,3.26
2026-07-11,OKT-DN4-02,10699,10644,834.6,74.7,-0.51
2026-07-11,OKT-DN4-03,19439,18437,754.4,84.1,-5.16
2026-07-11,OKT-DN4-04,14290,14213,848.9,82.5,-0.54
2026-07-11,OKT-DN4-05,13187,12968,700.7,74.9,-1.66
2026-07-11,OKT-DN4-06,8183,8567,804.2,78.8,4.69
2026-07-11,OKT-DN4-07,11202,10836,827.3,75.0,-3.26
2026-07-11,OKT-DN4-08,17665,18277,904.6,79.5,3.46
2026-07-11,OKT-DN4-09,8381,8418,887.5,81.0,0.44
2026-07-11,OKT-DN5-01,50861,51488,693.5,76.3,1.23
2026-07-11,OKT-DN5-02,11029,10713,779.7,79.5,-2.87
2026-07-11,OKT-DN5-03,15675,16085,934.5,80.4,2.61
2026-07-11,OKT-DN5-04,30593,30616,717.5,82.2,0.07
2026-07-11,OKT-DN5-05,13138,13913,799.4,77.0,5.9
2026-07-11,OKT-DN5-06,26094,27536,686.3,73.9,5.53
2026-07-11,OKT-OK1-01,61903,63061,704.6,81.9,1.87
2026-07-11,OKT-OK1-02,13144,13349,910.4,76.7,1.56
2026-07-11,OKT-OK1-03,6772,6596,720.6,77.6,-2.59
2026-07-11,OKT-OK1-04,10860,10433,874.5,81.3,-3.93
2026-07-11,OKT-OK2-01,47520,49300,689.8,77.0,3.75
2026-07-11,OKT-OK2-02,13966,13886,881.4,76.3,-0.57
2026-07-11,OKT-OK3-01,51294,49856,770.6,79.0,-2.8
2026-07-11,OKT-OK3-02,14627,14738,775.1,74.7,0.76
2026-07-11,OKT-OK3-03,11928,11870,872.9,80.5,-0.49
2026-07-11,OKT-OK4-01,26284,27459,908.8,81.5,4.47
2026-07-11,OKT-OK4-02,65946,69851,709.3,84.2,5.92
2026-07-11,OKT-OK9-01,16419,16972,731.6,84.5,3.37
2026-07-11,OKT-OK9-02,11227,11396,849.9,81.1,1.51
2026-07-11,OKT-OK9-03,10716,10945,736.8,85.2,2.14
2026-07-11,OKT-OK9-04,8505,8310,906.7,77.8,-2.29
2026-07-11,OKT-OK9-05,12346,13086,670.9,84.9,5.99
2026-07-11,OKT-OK9-06,54959,53657,938.8,75.8,-2.37
2026-07-11,OKT-OK9-07,15741,15016,864.1,81.3,-4.6
2026-07-11,OKT-OK9-08,8166,8141,739.6,80.9,-0.31
2026-07-11,OKT-OK9-09,4400,4426,676.3,74.2,0.59
2026-07-11,OKT-O12-01,4686,4940,710.9,75.5,5.41
2026-07-11,OKT-O12-02,14713,15315,816.9,74.0,4.1
2026-07-11,OKT-O12-03,62335,59674,856.8,85.1,-4.27
2026-07-11,OKT-O12-04,14085,14560,676.0,85.2,3.37
2026-07-11,OKT-O11-01,17527,17105,883.6,78.2,-2.41
2026-07-11,OKT-O11-02,24042,22952,811.9,84.1,-4.54
2026-07-12,OKT-DN1-01,81743,79328,879.9,73.4,-2.96
2026-07-12,OKT-DN1-02,8444,7952,773.5,73.6,-5.83
2026-07-12,OKT-DN4-01,9832,10064,947.0,83.9,2.36
2026-07-12,OKT-DN4-02,11109,11697,925.8,82.2,5.29
2026-07-12,OKT-DN4-03,20184,20365,874.2,84.3,0.89
2026-07-12,OKT-DN4-04,14838,14281,783.2,81.1,-3.76
2026-07-12,OKT-DN4-05,13692,13129,904.5,77.8,-4.11
2026-07-12,OKT-DN4-06,8496,8603,855.8,80.1,1.26
2026-07-12,OKT-DN4-07,11631,12016,826.5,84.8,3.31
2026-07-12,OKT-DN4-08,18342,19027,719.6,82.5,3.73
2026-07-12,OKT-DN4-09,8702,8851,876.1,74.8,1.7
2026-07-12,OKT-DN5-01,52631,53813,883.3,78.7,2.25
2026-07-12,OKT-DN5-02,11452,11161,719.4,80.1,-2.54
2026-07-12,OKT-DN5-03,16276,15896,764.3,76.8,-2.34
2026-07-12,OKT-DN5-04,31766,31974,807.5,79.2,0.65
2026-07-12,OKT-DN5-05,13641,13757,726.8,80.1,0.85
2026-07-12,OKT-DN5-06,27094,27851,736.8,81.7,2.79
2026-07-12,OKT-OK1-01,64058,66652,855.9,78.5,4.05
2026-07-12,OKT-OK1-02,13648,14358,727.1,77.9,5.2
2026-07-12,OKT-OK1-03,7031,6949,915.4,83.7,-1.18
2026-07-12,OKT-OK1-04,11276,11928,715.1,79.0,5.78
2026-07-12,OKT-OK2-01,49174,49872,798.9,84.1,1.42
2026-07-12,OKT-OK2-02,14501,14008,861.4,75.0,-3.4
2026-07-12,OKT-OK3-01,53079,51187,673.5,79.8,-3.57
2026-07-12,OKT-OK3-02,15187,15425,808.3,84.3,1.57
2026-07-12,OKT-OK3-03,12385,12535,867.7,84.9,1.21
2026-07-12,OKT-OK4-01,27291,28725,866.3,74.5,5.25
2026-07-12,OKT-OK4-02,68241,71636,686.5,77.8,4.97
2026-07-12,OKT-OK9-01,17049,17162,893.6,84.5,0.67
2026-07-12,OKT-OK9-02,11658,11391,721.5,79.0,-2.29
2026-07-12,OKT-OK9-03,11126,10513,803.7,78.4,-5.52
2026-07-12,OKT-OK9-04,8831,8500,904.0,82.6,-3.75
2026-07-12,OKT-OK9-05,12819,12197,838.0,80.6,-4.85
2026-07-12,OKT-OK9-06,56872,59333,929.7,78.4,4.33
2026-07-12,OKT-OK9-07,16344,16707,938.3,73.7,2.22
2026-07-12,OKT-OK9-08,8479,8759,850.2,82.1,3.3
2026-07-12,OKT-OK9-09,4569,4687,791.6,73.9,2.59
2026-07-12,OKT-O12-01,4866,4671,860.6,79.8,-4.01
2026-07-12,OKT-O12-02,15276,15653,775.1,85.1,2.47
2026-07-12,OKT-O12-03,64505,67716,866.4,77.1,4.98
2026-07-12,OKT-O12-04,14624,14804,673.2,83.2,1.23
2026-07-12,OKT-O11-01,18199,17877,813.8,84.0,-1.77
2026-07-12,OKT-O11-02,24964,25063,783.7,81.8,0.4
2026-07-13,OKT-DN1-01,87832,83511,711.4,82.4,-4.92
2026-07-13,OKT-DN1-02,9071,8999,894.9,80.4,-0.79
2026-07-13,OKT-DN4-01,10561,11098,900.4,85.3,5.08
2026-07-13,OKT-DN4-02,11933,11282,870.8,79.4,-5.45
2026-07-13,OKT-DN4-03,21682,21803,812.6,76.2,0.56
2026-07-13,OKT-DN4-04,15939,16256,704.9,76.6,1.99
2026-07-13,OKT-DN4-05,14708,14988,727.0,79.6,1.9
2026-07-13,OKT-DN4-06,9126,9175,845.9,84.3,0.53
2026-07-13,OKT-DN4-07,12494,12467,873.1,75.7,-0.22
2026-07-13,OKT-DN4-08,19703,19059,692.3,81.3,-3.27
2026-07-13,OKT-DN4-09,9348,9059,866.9,84.7,-3.09
2026-07-13,OKT-DN5-01,56551,58601,755.3,83.3,3.62
2026-07-13,OKT-DN5-02,12302,12776,878.1,82.2,3.86
2026-07-13,OKT-DN5-03,17483,16595,692.1,79.9,-5.08
2026-07-13,OKT-DN5-04,34122,32747,891.8,80.7,-4.03
2026-07-13,OKT-DN5-05,14653,14434,773.9,86.9,-1.5
2026-07-13,OKT-DN5-06,29104,29812,727.0,84.1,2.43
2026-07-13,OKT-OK1-01,68829,68822,793.2,81.8,-0.01
2026-07-13,OKT-OK1-02,14660,15246,766.4,85.1,3.99
2026-07-13,OKT-OK1-03,7553,7280,927.4,79.1,-3.61
2026-07-13,OKT-OK1-04,12112,12040,854.9,76.2,-0.6
2026-07-13,OKT-OK2-01,52836,55925,886.4,81.5,5.85
2026-07-13,OKT-OK2-02,15577,15400,860.1,76.7,-1.13
2026-07-13,OKT-OK3-01,57033,59781,839.9,78.9,4.82
2026-07-13,OKT-OK3-02,16314,16216,737.6,77.9,-0.6
2026-07-13,OKT-OK3-03,13304,13165,867.6,85.1,-1.04
2026-07-13,OKT-OK4-01,29316,27647,802.3,84.5,-5.69
2026-07-13,OKT-OK4-02,73324,72059,778.0,84.5,-1.73
2026-07-13,OKT-OK9-01,18313,18072,839.3,77.9,-1.32
2026-07-13,OKT-OK9-02,12522,13257,897.1,87.4,5.87
2026-07-13,OKT-OK9-03,11952,12172,693.8,79.6,1.84
2026-07-13,OKT-OK9-04,9486,9392,901.4,83.8,-0.99
2026-07-13,OKT-OK9-05,13770,13666,681.9,77.7,-0.76
2026-07-13,OKT-OK9-06,61108,62748,779.4,79.0,2.68
2026-07-13,OKT-OK9-07,17557,18441,759.1,80.5,5.04
2026-07-13,OKT-OK9-08,9108,9297,737.9,85.9,2.08
2026-07-13,OKT-OK9-09,4908,4751,684.2,85.3,-3.2
2026-07-13,OKT-O12-01,5227,5537,903.9,84.7,5.94
2026-07-13,OKT-O12-02,16410,16380,793.4,76.6,-0.18
2026-07-13,OKT-O12-03,69309,72187,791.0,83.6,4.15
2026-07-13,OKT-O12-04,15709,16285,835.6,80.6,3.66
2026-07-13,OKT-O11-01,19549,20455,675.8,85.5,4.64
2026-07-13,OKT-O11-02,26816,26075,908.4,80.6,-2.76
2026-07-14,OKT-DN1-01,88679,87064,852.4,78.8,-1.82
2026-07-14,OKT-DN1-02,9102,9148,868.3,77.8,0.5
2026-07-14,OKT-DN4-01,10598,10448,939.4,76.3,-1.41
2026-07-14,OKT-DN4-02,11974,12478,907.0,86.7,4.21
2026-07-14,OKT-DN4-03,21757,20670,749.1,77.7,-5.0
2026-07-14,OKT-DN4-04,15994,15740,889.5,79.7,-1.59
2026-07-14,OKT-DN4-05,14759,14511,682.5,85.3,-1.68
2026-07-14,OKT-DN4-06,9158,9391,726.8,84.5,2.55
2026-07-14,OKT-DN4-07,12537,12568,827.4,87.3,0.24
2026-07-14,OKT-DN4-08,19772,19419,797.0,77.7,-1.78
2026-07-14,OKT-DN4-09,9380,8873,714.1,80.8,-5.41
2026-07-14,OKT-DN5-01,57097,55275,884.3,85.3,-3.19
2026-07-14,OKT-DN5-02,12344,11913,925.0,85.2,-3.49
2026-07-14,OKT-DN5-03,17544,18054,807.3,83.5,2.91
2026-07-14,OKT-DN5-04,34241,32376,917.6,80.0,-5.45
2026-07-14,OKT-DN5-05,14704,15131,817.3,76.2,2.9
2026-07-14,OKT-DN5-06,29205,28615,718.2,81.8,-2.02
2026-07-14,OKT-OK1-01,69493,73590,910.2,81.6,5.9
2026-07-14,OKT-OK1-02,14711,14865,825.7,87.5,1.04
2026-07-14,OKT-OK1-03,7579,7325,752.5,84.7,-3.36
2026-07-14,OKT-OK1-04,12155,11815,923.1,77.9,-2.79
2026-07-14,OKT-OK2-01,53346,55820,785.8,86.0,4.64
2026-07-14,OKT-OK2-02,15631,16126,902.7,80.2,3.16
2026-07-14,OKT-OK3-01,57583,54432,882.3,78.4,-5.47
2026-07-14,OKT-OK3-02,16370,16311,789.3,81.9,-0.36
2026-07-14,OKT-OK3-03,13350,13433,766.6,86.2,0.62
2026-07-14,OKT-OK4-01,29418,29896,717.5,86.3,1.63
2026-07-14,OKT-OK4-02,74031,76275,782.9,81.1,3.03
2026-07-14,OKT-OK9-01,18377,17391,933.0,87.3,-5.36
2026-07-14,OKT-OK9-02,12566,13213,879.4,82.6,5.15
2026-07-14,OKT-OK9-03,11993,11570,910.0,86.4,-3.53
2026-07-14,OKT-OK9-04,9519,9472,675.6,87.0,-0.49
2026-07-14,OKT-OK9-05,13818,14626,796.2,83.1,5.85
2026-07-14,OKT-OK9-06,61698,58229,711.7,77.1,-5.62
2026-07-14,OKT-OK9-07,17618,17420,868.5,80.8,-1.12
2026-07-14,OKT-OK9-08,9140,8781,793.5,85.1,-3.92
2026-07-14,OKT-OK9-09,4925,4734,802.1,85.7,-3.87
2026-07-14,OKT-O12-01,5245,5492,678.5,86.5,4.71
2026-07-14,OKT-O12-02,16467,15991,789.3,76.3,-2.89
2026-07-14,OKT-O12-03,69978,69322,732.3,78.7,-0.94
2026-07-14,OKT-O12-04,15764,15984,927.2,84.9,1.39
2026-07-14,OKT-O11-01,19616,20218,853.0,76.2,3.06
2026-07-14,OKT-O11-02,26909,27738,846.8,77.0,3.08
2026-07-15,OKT-DN1-01,86477,87038,857.0,84.5,0.65
2026-07-15,OKT-DN1-02,8829,8855,859.2,87.7,0.3
2026-07-15,OKT-DN4-01,10280,10013,902.2,85.6,-2.59
2026-07-15,OKT-DN4-02,11615,10949,826.2,79.0,-5.74
2026-07-15,OKT-DN4-03,21104,22365,675.3,82.1,5.97
2026-07-15,OKT-DN4-04,15514,14656,694.0,78.4,-5.53
2026-07-15,OKT-DN4-05,14316,13579,878.2,78.3,-5.15
2026-07-15,OKT-DN4-06,8883,9218,815.6,86.1,3.77
2026-07-15,OKT-DN4-07,12161,12693,717.8,83.3,4.37
2026-07-15,OKT-DN4-08,19178,19841,954.5,80.8,3.45
2026-07-15,OKT-DN4-09,9099,9403,811.4,80.2,3.35
2026-07-15,OKT-DN5-01,55678,52497,817.7,83.6,-5.71
2026-07-15,OKT-DN5-02,11974,11582,730.9,77.3,-3.28
2026-07-15,OKT-DN5-03,17018,17819,889.1,83.6,4.71
2026-07-15,OKT-DN5-04,33214,33631,831.7,86.7,1.26
2026-07-15,OKT-DN5-05,14263,14928,780.7,76.3,4.66
2026-07-15,OKT-DN5-06,28329,28749,879.9,77.2,1.48
2026-07-15,OKT-OK1-01,67767,67840,870.7,78.4,0.11
2026-07-15,OKT-OK1-02,14270,13455,924.8,86.5,-5.71
2026-07-15,OKT-OK1-03,7352,7298,690.7,76.2,-0.74
2026-07-15,OKT-OK1-04,11790,11619,849.2,83.0,-1.45
2026-07-15,OKT-OK2-01,52021,52691,773.4,84.6,1.29
2026-07-15,OKT-OK2-02,15162,14666,896.8,76.7,-3.27
2026-07-15,OKT-OK3-01,56153,53044,852.8,84.6,-5.54
2026-07-15,OKT-OK3-02,15879,15412,676.2,82.9,-2.94
2026-07-15,OKT-OK3-03,12950,12628,698.2,76.0,-2.48
2026-07-15,OKT-OK4-01,28535,27658,738.3,78.7,-3.07
2026-07-15,OKT-OK4-02,72192,76373,757.9,83.3,5.79
2026-07-15,OKT-OK9-01,17826,18173,910.4,77.9,1.95
2026-07-15,OKT-OK9-02,12189,12325,904.2,87.0,1.12
2026-07-15,OKT-OK9-03,11634,12216,756.5,81.8,5.0
2026-07-15,OKT-OK9-04,9234,9433,758.5,87.3,2.16
2026-07-15,OKT-OK9-05,13404,14178,835.7,86.9,5.77
2026-07-15,OKT-OK9-06,60165,60990,876.3,81.2,1.37
2026-07-15,OKT-OK9-07,17089,17686,836.9,79.3,3.49
2026-07-15,OKT-OK9-08,8865,9045,709.5,87.6,2.03
2026-07-15,OKT-OK9-09,4777,4770,670.1,85.0,-0.15
2026-07-15,OKT-O12-01,5088,4985,912.2,87.4,-2.02
2026-07-15,OKT-O12-02,15973,16103,897.2,81.2,0.82
2026-07-15,OKT-O12-03,68239,67654,905.7,77.0,-0.86
2026-07-15,OKT-O12-04,15291,14966,729.5,81.7,-2.12
2026-07-15,OKT-O11-01,19028,19017,698.9,81.6,-0.06
2026-07-15,OKT-O11-02,26102,25877,733.3,76.6,-0.86
2026-07-16,OKT-DN1-01,87712,86375,817.7,76.7,-1.52
2026-07-16,OKT-DN1-02,8870,8600,855.1,76.5,-3.04
2026-07-16,OKT-DN4-01,10327,10107,749.4,82.0,-2.14
2026-07-16,OKT-DN4-02,11669,11085,826.8,85.1,-5.0
2026-07-16,OKT-DN4-03,21202,20877,694.3,86.9,-1.53
2026-07-16,OKT-DN4-04,15586,15598,695.6,81.7,0.08
2026-07-16,OKT-DN4-05,14382,14625,773.4,77.7,1.69
2026-07-16,OKT-DN4-06,8924,8890,877.5,75.7,-0.39
2026-07-16,OKT-DN4-07,12217,12656,852.7,77.0,3.59
2026-07-16,OKT-DN4-08,19267,18856,881.9,83.1,-2.13
2026-07-16,OKT-DN4-09,9141,9093,731.5,77.4,-0.52
2026-07-16,OKT-DN5-01,56474,53336,727.2,83.0,-5.56
2026-07-16,OKT-DN5-02,12029,11911,829.9,87.1,-0.98
2026-07-16,OKT-DN5-03,17096,17089,686.8,87.4,-0.04
2026-07-16,OKT-DN5-04,33366,32662,793.4,77.4,-2.11
2026-07-16,OKT-DN5-05,14329,13514,866.9,78.7,-5.69
2026-07-16,OKT-DN5-06,28459,26801,704.8,83.5,-5.83
2026-07-16,OKT-OK1-01,68735,64691,887.6,82.4,-5.88
2026-07-16,OKT-OK1-02,14336,13754,708.2,79.4,-4.06
2026-07-16,OKT-OK1-03,7386,7079,833.3,83.6,-4.15
2026-07-16,OKT-OK1-04,11844,12498,874.8,82.6,5.52
2026-07-16,OKT-OK2-01,52764,51312,665.9,81.7,-2.75
2026-07-16,OKT-OK2-02,15232,15110,770.6,85.2,-0.8
2026-07-16,OKT-OK3-01,56955,55191,702.5,82.8,-3.1
2026-07-16,OKT-OK3-02,15952,15834,766.6,82.9,-0.74
2026-07-16,OKT-OK3-03,13009,12490,909.2,84.1,-3.99
2026-07-16,OKT-OK4-01,28666,27947,709.5,87.1,-2.51
2026-07-16,OKT-OK4-02,73224,71428,709.5,77.3,-2.45
2026-07-16,OKT-OK9-01,17908,18576,808.9,78.3,3.73
2026-07-16,OKT-OK9-02,12245,12503,796.2,80.7,2.11
2026-07-16,OKT-OK9-03,11687,11921,917.6,80.1,2.0
2026-07-16,OKT-OK9-04,9276,9674,809.3,80.3,4.29
2026-07-16,OKT-OK9-05,13465,13210,753.6,82.4,-1.89
2026-07-16,OKT-OK9-06,61024,60528,775.6,79.2,-0.81
2026-07-16,OKT-OK9-07,17168,17975,689.8,80.7,4.7
2026-07-16,OKT-OK9-08,8906,9178,844.6,80.8,3.05
2026-07-16,OKT-OK9-09,4799,4783,732.2,82.9,-0.32
2026-07-16,OKT-O12-01,5111,4835,896.6,84.2,-5.4
2026-07-16,OKT-O12-02,16046,16919,781.8,86.8,5.44
2026-07-16,OKT-O12-03,69214,68592,821.6,87.3,-0.9
2026-07-16,OKT-O12-04,15361,15062,793.6,85.9,-1.95
2026-07-16,OKT-O11-01,19116,18940,695.5,79.9,-0.92
2026-07-16,OKT-O11-02,26222,25762,815.2,85.2,-1.76
2026-07-17,OKT-DN1-01,86825,84927,688.4,86.0,-2.19
2026-07-17,OKT-DN1-02,8746,8494,913.6,78.5,-2.88
2026-07-17,OKT-DN4-01,10183,10407,953.8,77.1,2.21
2026-07-17,OKT-DN4-02,11505,11129,713.0,85.4,-3.27
2026-07-17,OKT-DN4-03,20905,21060,784.0,79.9,0.74
2026-07-17,OKT-DN4-04,15368,15773,908.6,82.7,2.64
2026-07-17,OKT-DN4-05,14181,13571,699.1,81.0,-4.3
2026-07-17,OKT-DN4-06,8799,8484,737.3,78.4,-3.59
2026-07-17,OKT-DN4-07,12046,12034,736.8,76.6,-0.1
2026-07-17,OKT-DN4-08,18997,18764,883.6,85.4,-1.23
2026-07-17,OKT-DN4-09,9013,9541,743.5,82.2,5.85
2026-07-17,OKT-DN5-01,55903,56432,889.9,84.6,0.95
2026-07-17,OKT-DN5-02,11861,11504,695.4,76.6,-3.01
2026-07-17,OKT-DN5-03,16857,17850,717.4,77.9,5.89
2026-07-17,OKT-DN5-04,32899,31728,876.1,77.3,-3.56
2026-07-17,OKT-DN5-05,14128,14277,790.3,87.3,1.05
2026-07-17,OKT-DN5-06,28061,27180,683.1,75.9,-3.14
2026-07-17,OKT-OK1-01,68040,66433,759.5,79.1,-2.36
2026-07-17,OKT-OK1-02,14135,14809,885.1,84.9,4.77
2026-07-17,OKT-OK1-03,7282,6907,749.2,82.7,-5.15
2026-07-17,OKT-OK1-04,11678,11551,843.0,79.4,-1.09
2026-07-17,OKT-OK2-01,52231,50653,725.2,85.3,-3.02
2026-07-17,OKT-OK2-02,15019,15590,934.3,76.3,3.8
2026-07-17,OKT-OK3-01,56379,58150,878.1,78.3,3.14
2026-07-17,OKT-OK3-02,15729,16085,684.6,80.3,2.26
2026-07-17,OKT-OK3-03,12827,13338,838.2,77.1,3.98
2026-07-17,OKT-OK4-01,28265,28807,892.5,81.2,1.92
2026-07-17,OKT-OK4-02,72484,71283,924.8,86.5,-1.66
2026-07-17,OKT-OK9-01,17657,17140,724.2,78.6,-2.93
2026-07-17,OKT-OK9-02,12074,11645,872.6,83.9,-3.55
2026-07-17,OKT-OK9-03,11524,11834,833.3,77.4,2.7
2026-07-17,OKT-OK9-04,9146,9678,729.3,79.9,5.81
2026-07-17,OKT-OK9-05,13277,12638,681.6,81.4,-4.81
2026-07-17,OKT-OK9-06,60408,60763,705.8,84.3,0.59
2026-07-17,OKT-OK9-07,16928,16134,711.1,76.4,-4.68
2026-07-17,OKT-OK9-08,8782,8998,689.0,78.8,2.46
2026-07-17,OKT-OK9-09,4732,4844,820.5,85.8,2.38
2026-07-17,OKT-O12-01,5040,4819,803.7,84.3,-4.37
2026-07-17,OKT-O12-02,15822,16198,859.9,82.4,2.38
2026-07-17,OKT-O12-03,68515,66525,744.0,82.1,-2.9
2026-07-17,OKT-O12-04,15146,15844,723.1,79.4,4.6
2026-07-17,OKT-O11-01,18848,18796,845.0,83.7,-0.27
2026-07-17,OKT-O11-02,25855,24908,781.9,79.3,-3.66
2026-07-18,OKT-DN1-01,79030,81901,880.8,83.0,3.63
2026-07-18,OKT-DN1-02,8195,7938,804.6,75.6,-3.15
2026-07-18,OKT-DN4-01,9542,9620,931.6,81.9,0.81
2026-07-18,OKT-DN4-02,10781,10767,930.6,83.2,-0.13
2026-07-18,OKT-DN4-03,19590,19989,666.3,74.1,2.04
2026-07-18,OKT-DN4-04,14401,14066,714.7,80.0,-2.33
2026-07-18,OKT-DN4-05,13289,12991,871.7,75.4,-2.24
2026-07-18,OKT-DN4-06,8246,8056,926.2,78.4,-2.3
2026-07-18,OKT-DN4-07,11288,10930,897.0,78.2,-3.17
2026-07-18,OKT-DN4-08,17802,17041,835.3,73.5,-4.27
2026-07-18,OKT-DN4-09,8446,8582,746.7,83.5,1.6
2026-07-18,OKT-DN5-01,50884,51054,854.0,81.3,0.33
2026-07-18,OKT-DN5-02,11115,11585,908.7,82.9,4.23
